TOWEEKLY: credMVFullIdx
dates 	IGWDAAA 	IGWDAA 	IGWDA 	IGWDBBB 	IGUSDAAA 	IGUSDAA 	IGUSDA 	IGUSDBBB 	IGGBPAAA 	IGGBPAA 	IGGBPA 	IGGBPBBB 	IGEURAAA 	IGEURAA 	IGEURA 	IGEURBBB 	IGShortUSDAAA 	IGShortUSDAA 	IGShortUSDA 	IGShortUSDBBB 	IGShortGBPAAA 	IGShortGBPAA 	IGShortGBPA 	IGShortGBPBBB 	IGShortEURAAA 	IGShortEURAA 	IGShortEURA 	IGShortEURBBB 	HYWDBB 	HYWDB 	HYWDCCC_C 	HYUSDBB 	HYUSDB 	HYUSDCCC_C 	HYGBPBB 	HYGBPB 	HYGBPCCC_C 	HYEURBB 	HYEURB 	HYEURCCC_C
03-May-2002 	312517.939000 	685368.359000 	1174146.286000 	1076140.116000 	53063.867000 	237936.406000 	589762.063000 	736934.063000 	15706.452000 	38618.487000 	47253.181000 	26879.467000 	172816.767000 	175542.410000 	211024.156000 	187763.177000 	24248.952000 	128919.452000 	243092.800000 	243911.056000 	NaN 	NaN 	NaN 	NaN 	92027.853000 	85912.848000 	103671.495000 	125767.856000 	150523.679000 	140661.779000 	56587.756000 	141885.091000 	131391.105000 	52213.952000 	1421.969000 	1806.815000 	840.492000 	5951.214000 	6267.777000 	3315.261000
10-May-2002 	311767.161000 	683459.272000 	1171077.565000 	1073710.240000 	53043.738000 	237912.453000 	589304.125000 	735240.063000 	15638.153000 	38431.025000 	46967.973000 	26777.455000 	172350.465000 	175030.651000 	210556.861000 	187595.952000 	24290.942000 	129063.083000 	243211.363000 	244573.537000 	NaN 	NaN 	NaN 	NaN 	91893.082000 	85768.738000 	103569.766000 	125826.526000 	150349.148000 	140663.532000 	56155.521000 	141712.447000 	131404.630000 	51909.606000 	1419.998000 	1801.762000 	804.950000 	5972.083000 	6279.748000 	3249.737000
17-May-2002 	312652.131000 	686126.563000 	1173198.723000 	1069794.850000 	52809.027000 	236863.516000 	586607.750000 	729499.438000 	15567.918000 	38224.892000 	46585.444000 	26576.601000 	172051.386000 	174776.327000 	210334.061000 	187522.630000 	24231.629000 	128758.745000 	242675.549000 	243863.077000 	NaN 	NaN 	NaN 	NaN 	91750.134000 	85686.984000 	103479.797000 	125744.211000 	149722.973000 	140148.079000 	54638.897000 	140977.761000 	130793.284000 	50513.643000 	1418.946000 	1803.387000 	788.292000 	6014.991000 	6319.461000 	3147.948000
24-May-2002 	314770.424000 	691140.783000 	1182781.312000 	1080436.095000 	53183.012000 	238757.391000 	591250.938000 	737439.438000 	15674.651000 	38533.498000 	47037.167000 	26833.441000 	173024.700000 	175834.236000 	211716.169000 	188654.391000 	24333.030000 	129498.840000 	243945.655000 	245785.306000 	NaN 	NaN 	NaN 	NaN 	92125.777000 	86044.876000 	103971.396000 	126388.699000 	150350.669000 	140570.207000 	54609.977000 	141615.938000 	131174.361000 	50543.501000 	1415.626000 	1819.728000 	776.772000 	5994.749000 	6337.366000 	3100.093000
31-May-2002 	325612.357000 	695390.380000 	1190102.496000 	1077973.816000 	52816.547000 	239417.609000 	592040.063000 	719939.563000 	17058.399000 	39769.967000 	47055.137000 	28007.616000 	174289.155000 	180712.515000 	214078.044000 	194673.624000 	23720.758000 	128848.393000 	245680.557000 	238476.523000 	NaN 	NaN 	NaN 	NaN 	92672.978000 	85358.682000 	103799.703000 	129067.957000 	183222.204000 	139716.507000 	50895.827000 	173257.573000 	129910.715000 	47436.175000 	1639.111000 	1673.286000 	603.139000 	6877.237000 	6935.250000 	2672.787000
07-Jun-2002 	328367.407000 	698107.236000 	1193096.865000 	1078839.836000 	52916.516000 	239640.891000 	592309.563000 	718483.188000 	17120.644000 	39920.447000 	47240.682000 	28042.871000 	174829.052000 	181275.216000 	214766.123000 	194948.794000 	23787.822000 	129102.657000 	246151.797000 	238630.055000 	NaN 	NaN 	NaN 	NaN 	92921.559000 	85596.586000 	104095.317000 	129279.259000 	183816.679000 	138381.564000 	49494.097000 	173737.701000 	128525.785000 	45985.535000 	1648.910000 	1668.045000 	607.508000 	6911.515000 	6933.529000 	2656.924000
14-Jun-2002 	331681.925000 	705146.625000 	1206216.323000 	1089282.502000 	53709.422000 	242486.750000 	600290.063000 	726141.250000 	17333.931000 	40469.115000 	47964.354000 	28333.032000 	176102.809000 	182637.621000 	216300.851000 	195488.009000 	23954.785000 	129940.185000 	247732.857000 	239845.238000 	NaN 	NaN 	NaN 	NaN 	93382.593000 	86016.453000 	104583.868000 	129499.443000 	183155.397000 	136859.460000 	47973.963000 	173100.112000 	127007.774000 	44535.009000 	1651.435000 	1662.235000 	601.134000 	6842.906000 	6917.961000 	2585.264000
21-Jun-2002 	336270.793000 	715018.399000 	1218499.604000 	1093626.632000 	53865.387000 	242944.906000 	601169.813000 	724736.813000 	17351.653000 	40435.005000 	47802.704000 	28252.601000 	176196.224000 	182710.909000 	216264.538000 	195377.965000 	24001.528000 	130163.830000 	248411.179000 	239960.256000 	NaN 	NaN 	NaN 	NaN 	93432.755000 	86057.011000 	104587.008000 	129431.548000 	181539.911000 	136381.647000 	47806.788000 	171394.739000 	126303.766000 	44362.166000 	1617.076000 	1670.970000 	591.200000 	6789.843000 	6924.969000 	2533.530000
28-Jun-2002 	339705.444000 	720241.446000 	1220401.081000 	1083866.781000 	59158.949000 	241301.734000 	595732.438000 	713213.500000 	17156.200000 	39490.918000 	51206.121000 	26303.833000 	182370.119000 	181174.634000 	220923.436000 	197296.377000 	23985.191000 	129836.059000 	247702.045000 	238084.369000 	NaN 	NaN 	NaN 	NaN 	93693.191000 	86294.247000 	104709.090000 	128361.288000 	168648.829000 	132085.157000 	45635.672000 	159058.863000 	121994.074000 	42305.249000 	1480.484000 	1646.936000 	569.348000 	6283.924000 	6806.350000 	2402.859000
05-Jul-2002 	348777.820000 	711644.797000 	1231161.087000 	1069574.886000 	58828.402000 	241137.313000 	601812.375000 	705469.750000 	17023.422000 	39231.742000 	50723.080000 	26158.560000 	181990.605000 	180741.552000 	220277.251000 	196833.135000 	26456.427000 	131065.905000 	253095.122000 	235911.881000 	NaN 	NaN 	NaN 	NaN 	97336.799000 	87281.753000 	105947.049000 	132312.815000 	190230.936000 	166496.624000 	46656.625000 	179991.013000 	155750.122000 	43678.672000 	1866.516000 	1523.572000 	479.064000 	6640.018000 	7824.024000 	2207.307000
12-Jul-2002 	355230.551000 	726575.835000 	1254262.384000 	1088530.481000 	59702.848000 	244255.469000 	609846.313000 	716619.875000 	17206.315000 	39704.744000 	51370.292000 	26495.006000 	183302.991000 	182042.498000 	221774.784000 	197905.335000 	26698.131000 	132315.351000 	255408.064000 	237819.639000 	NaN 	NaN 	NaN 	NaN 	97793.599000 	87697.213000 	106437.383000 	132929.980000 	189556.684000 	168204.033000 	47011.103000 	179213.863000 	157389.824000 	44014.624000 	1854.660000 	1506.902000 	461.064000 	6601.300000 	7744.405000 	2201.074000
19-Jul-2002 	360805.181000 	735016.068000 	1263236.657000 	1090273.172000 	59811.348000 	244656.672000 	609385.625000 	711103.125000 	17249.776000 	39795.718000 	51440.208000 	26575.859000 	183689.310000 	182476.940000 	222187.622000 	198477.701000 	26775.578000 	132671.928000 	255602.548000 	236713.919000 	NaN 	NaN 	NaN 	NaN 	97977.137000 	87858.703000 	106593.862000 	133275.045000 	189585.710000 	167174.187000 	46854.379000 	179244.048000 	156187.845000 	43869.517000 	1801.300000 	1496.760000 	428.775000 	6481.767000 	7713.523000 	2163.163000
26-Jul-2002 	357630.362000 	725039.154000 	1250094.884000 	1068279.044000 	60015.020000 	244038.281000 	609426.500000 	697671.563000 	17283.796000 	39774.908000 	51226.086000 	26450.949000 	184774.584000 	183248.293000 	222680.002000 	197356.976000 	26905.487000 	132797.116000 	256226.918000 	234721.744000 	NaN 	NaN 	NaN 	NaN 	98455.277000 	88186.285000 	106880.916000 	132368.994000 	184918.551000 	161339.370000 	45652.820000 	175011.512000 	150805.121000 	42826.731000 	1719.271000 	1433.346000 	398.710000 	6394.093000 	7623.276000 	2117.255000
02-Aug-2002 	360047.432000 	725713.936000 	1250211.270000 	1053343.387000 	60116.965000 	246443.234000 	613199.500000 	692611.563000 	17765.091000 	40155.830000 	52206.743000 	26649.557000 	188407.596000 	182523.036000 	222141.255000 	191417.102000 	26717.389000 	135543.884000 	261382.301000 	232220.477000 	NaN 	NaN 	NaN 	NaN 	98489.343000 	90851.280000 	107023.898000 	127771.371000 	180970.245000 	177253.511000 	44307.321000 	164627.623000 	166413.919000 	41609.270000 	1880.613000 	1381.036000 	371.263000 	12685.376000 	8044.193000 	2028.400000
09-Aug-2002 	358194.405000 	722520.251000 	1244605.571000 	1045763.293000 	60325.379000 	246737.109000 	612628.188000 	688741.063000 	17930.471000 	40543.539000 	52739.679000 	26821.481000 	188989.973000 	183077.544000 	222288.083000 	191117.862000 	26705.472000 	135450.029000 	260637.976000 	230508.773000 	NaN 	NaN 	NaN 	NaN 	98652.565000 	90992.797000 	106963.731000 	127381.636000 	179584.238000 	175679.330000 	43921.469000 	163479.894000 	165150.509000 	41298.346000 	1879.132000 	1359.810000 	348.354000 	12709.754000 	7935.224000 	2029.165000
16-Aug-2002 	360378.884000 	727878.621000 	1251560.152000 	1050562.751000 	60227.352000 	245931.063000 	610833.000000 	689533.000000 	17937.850000 	40765.605000 	53064.664000 	26822.460000 	188710.533000 	182835.171000 	222114.598000 	191287.157000 	26576.313000 	134842.196000 	259592.943000 	230285.911000 	NaN 	NaN 	NaN 	NaN 	98462.031000 	90853.950000 	106854.806000 	127476.280000 	178433.470000 	175903.323000 	42705.177000 	162220.623000 	165341.240000 	40060.275000 	1879.342000 	1360.465000 	349.144000 	12640.490000 	7847.335000 	2024.275000
23-Aug-2002 	358655.977000 	724990.766000 	1252126.103000 	1063747.147000 	60654.668000 	247902.438000 	617076.625000 	703444.500000 	17922.193000 	40760.921000 	53064.323000 	26926.103000 	188764.106000 	182889.980000 	222769.499000 	193558.896000 	26701.889000 	135485.214000 	261246.541000 	232928.349000 	NaN 	NaN 	NaN 	NaN 	98566.671000 	90947.607000 	107233.494000 	128810.263000 	181439.830000 	180434.101000 	42791.925000 	165098.494000 	169878.039000 	40233.599000 	1900.882000 	1363.612000 	345.767000 	12914.032000 	7967.141000 	1973.282000
30-Aug-2002 	362618.001000 	732969.197000 	1263645.476000 	1072828.790000 	60861.215000 	249176.047000 	620776.000000 	708900.625000 	17709.391000 	38915.992000 	54273.601000 	27827.862000 	188972.753000 	181305.221000 	224527.095000 	190903.672000 	26778.342000 	135879.433000 	262054.541000 	234108.152000 	NaN 	NaN 	NaN 	NaN 	98964.531000 	91357.064000 	107692.143000 	129125.506000 	183556.797000 	183794.209000 	43003.061000 	166936.372000 	173011.041000 	40361.665000 	1934.025000 	1368.767000 	361.532000 	12979.947000 	8047.346000 	2001.274000
06-Sep-2002 	362182.173000 	727867.831000 	1279055.601000 	1076459.264000 	61143.078000 	246748.984000 	628959.063000 	712396.813000 	17908.100000 	39329.087000 	54889.500000 	28151.759000 	190577.564000 	182860.721000 	226423.422000 	192623.347000 	26997.563000 	132825.768000 	263289.187000 	237441.620000 	NaN 	NaN 	NaN 	NaN 	100603.793000 	91646.446000 	109188.353000 	128607.813000 	182644.421000 	183685.592000 	43275.964000 	166089.844000 	171988.883000 	40739.375000 	2089.653000 	1323.391000 	365.765000 	12545.961000 	9013.170000 	1877.809000
13-Sep-2002 	361327.613000 	725629.405000 	1278128.623000 	1082391.591000 	61575.199000 	248447.250000 	634224.750000 	720058.438000 	17861.916000 	39202.021000 	54655.979000 	28087.760000 	190630.531000 	182878.531000 	226606.012000 	193088.079000 	27058.230000 	133156.747000 	264064.995000 	238862.337000 	NaN 	NaN 	NaN 	NaN 	100601.524000 	91642.040000 	109266.126000 	128918.127000 	183882.849000 	185088.742000 	43482.043000 	167374.441000 	173393.860000 	40888.322000 	2090.794000 	1322.219000 	373.721000 	12588.291000 	9116.890000 	1933.755000
20-Sep-2002 	363453.142000 	723706.903000 	1279404.008000 	1084682.062000 	61944.172000 	249920.984000 	637297.813000 	722288.375000 	17978.127000 	39413.271000 	54946.827000 	28057.906000 	191325.130000 	183527.378000 	227245.246000 	193060.790000 	27172.020000 	133735.204000 	265062.455000 	239670.265000 	NaN 	NaN 	NaN 	NaN 	100881.288000 	91905.860000 	109513.069000 	128930.209000 	182529.451000 	183223.037000 	43173.972000 	166484.436000 	171460.242000 	40625.217000 	2104.717000 	1322.851000 	378.287000 	12041.687000 	9176.302000 	1873.675000
27-Sep-2002 	362317.410000 	723838.391000 	1278805.105000 	1081244.457000 	61903.074000 	250694.391000 	638505.375000 	721327.750000 	17932.111000 	39290.668000 	54713.551000 	28005.447000 	191586.528000 	183593.267000 	227193.681000 	192632.649000 	27190.724000 	134045.825000 	265481.792000 	239914.869000 	NaN 	NaN 	NaN 	NaN 	101019.169000 	91977.086000 	109580.251000 	128720.075000 	180981.034000 	180387.414000 	42520.280000 	165200.872000 	168764.920000 	40058.724000 	2079.480000 	1315.178000 	368.924000 	11915.160000 	9107.047000 	1814.863000
04-Oct-2002 	369349.234000 	713193.760000 	1314549.705000 	1058671.918000 	61060.102000 	240346.875000 	667373.063000 	705438.063000 	18176.999000 	38892.654000 	56258.583000 	25330.752000 	197446.350000 	181082.420000 	235252.518000 	192297.880000 	25421.463000 	124895.826000 	283072.876000 	233108.014000 	NaN 	NaN 	NaN 	NaN 	106125.406000 	92028.820000 	113415.596000 	129518.959000 	174502.675000 	175372.350000 	49767.478000 	159802.313000 	163194.762000 	47359.609000 	2019.621000 	1458.631000 	356.252000 	10809.797000 	9396.999000 	1738.520000
11-Oct-2002 	368834.364000 	710069.941000 	1301842.177000 	1040669.824000 	60532.121000 	238527.828000 	659356.750000 	690873.313000 	18135.102000 	38730.968000 	55748.757000 	24946.506000 	196924.765000 	180484.699000 	233116.805000 	189698.281000 	25300.222000 	124553.016000 	281402.789000 	229870.132000 	NaN 	NaN 	NaN 	NaN 	105884.002000 	91793.857000 	112439.855000 	127916.575000 	171205.159000 	171483.484000 	48286.769000 	156695.398000 	159495.977000 	45993.230000 	1932.633000 	1438.973000 	345.384000 	10730.787000 	9217.630000 	1641.516000
18-Oct-2002 	362686.681000 	700424.306000 	1281680.576000 	1027583.684000 	59531.875000 	235583.125000 	648714.313000 	682582.188000 	17965.577000 	38397.276000 	55208.664000 	24787.743000 	195869.278000 	179512.195000 	231853.292000 	189507.611000 	25097.971000 	123679.272000 	278913.220000 	228292.335000 	NaN 	NaN 	NaN 	NaN 	105602.786000 	91580.620000 	112085.083000 	127859.563000 	171522.155000 	173060.861000 	48770.250000 	156728.307000 	161000.787000 	46530.005000 	1959.378000 	1459.560000 	316.033000 	11157.168000 	9415.013000 	1667.560000
25-Oct-2002 	364976.137000 	706102.920000 	1288733.373000 	1037806.757000 	59871.344000 	236983.516000 	650971.688000 	690120.813000 	18013.588000 	38545.780000 	55399.673000 	24964.663000 	196232.391000 	179874.514000 	231726.662000 	189997.566000 	25197.804000 	124269.903000 	279800.425000 	230272.389000 	NaN 	NaN 	NaN 	NaN 	105759.794000 	91735.638000 	111879.615000 	128095.898000 	173283.533000 	173955.259000 	49212.642000 	158038.863000 	161657.873000 	46916.950000 	2013.381000 	1464.883000 	326.593000 	11442.084000 	9600.334000 	1696.312000
01-Nov-2002 	371250.327000 	656304.404000 	1282686.146000 	1137235.537000 	59989.457000 	201936.016000 	647481.563000 	746692.813000 	18162.204000 	38527.197000 	55267.472000 	25586.643000 	197617.066000 	163928.827000 	238838.160000 	204064.170000 	25477.781000 	102320.317000 	275436.670000 	261541.079000 	NaN 	NaN 	NaN 	NaN 	104278.808000 	79658.025000 	118725.856000 	140931.618000 	179202.883000 	176038.881000 	52436.003000 	162963.743000 	163418.678000 	49888.724000 	1898.901000 	1371.048000 	592.539000 	12278.073000 	9868.715000 	1520.031000
08-Nov-2002 	376405.271000 	666631.059000 	1304884.724000 	1160694.515000 	60619.129000 	204182.891000 	657639.250000 	762289.938000 	18228.184000 	38703.088000 	55671.005000 	25831.717000 	198244.451000 	164532.366000 	240163.935000 	205433.771000 	25497.438000 	102602.294000 	276895.143000 	263755.590000 	NaN 	NaN 	NaN 	NaN 	104453.449000 	79790.498000 	119213.831000 	141757.018000 	181995.376000 	179998.812000 	54229.425000 	165265.211000 	166950.584000 	51560.643000 	1950.186000 	1405.854000 	614.602000 	12437.157000 	10034.860000 	1566.574000
15-Nov-2002 	374920.379000 	662827.831000 	1299990.826000 	1158493.600000 	60479.180000 	202886.016000 	655376.125000 	762024.813000 	18249.765000 	38680.246000 	55782.582000 	25846.814000 	198646.160000 	164881.486000 	241632.177000 	206016.042000 	25464.794000 	102318.371000 	277119.576000 	264809.969000 	NaN 	NaN 	NaN 	NaN 	104602.848000 	79917.750000 	119844.843000 	142096.926000 	182755.685000 	182162.272000 	54953.453000 	166046.154000 	169138.620000 	52229.556000 	1950.726000 	1414.106000 	635.938000 	12513.669000 	10080.665000 	1603.763000
22-Nov-2002 	372651.954000 	657352.721000 	1293372.999000 	1161472.709000 	60144.895000 	201948.094000 	654191.188000 	766802.500000 	18171.423000 	38510.151000 	55566.290000 	25881.120000 	198553.155000 	164881.286000 	241988.531000 	207194.943000 	25383.580000 	101933.282000 	276862.005000 	266046.397000 	NaN 	NaN 	NaN 	NaN 	104624.969000 	79940.010000 	120062.689000 	142913.719000 	186056.438000 	187535.638000 	56914.039000 	168956.780000 	174330.519000 	54190.147000 	2009.159000 	1437.181000 	618.310000 	12888.185000 	10295.110000 	1641.743000
29-Nov-2002 	371603.391000 	656296.784000 	1292787.227000 	1160927.668000 	58931.684000 	202041.813000 	654549.188000 	766200.000000 	18209.650000 	37933.000000 	54910.904000 	26783.965000 	200592.233000 	167083.774000 	242973.088000 	207407.913000 	25439.922000 	102077.656000 	277119.926000 	266369.128000 	NaN 	NaN 	NaN 	NaN 	104678.118000 	79981.711000 	120126.475000 	143379.365000 	186493.773000 	188911.739000 	56911.337000 	169307.830000 	175581.798000 	54317.596000 	2037.204000 	1450.497000 	554.135000 	13013.384000 	10453.254000 	1632.531000
06-Dec-2002 	376823.995000 	640167.568000 	1325775.522000 	1162201.934000 	59310.434000 	183007.156000 	686459.313000 	765354.188000 	18354.633000 	38243.992000 	55499.739000 	26982.252000 	201384.642000 	167807.637000 	244306.551000 	208463.153000 	24849.718000 	92284.365000 	283819.665000 	263661.111000 	NaN 	NaN 	NaN 	NaN 	105700.778000 	82476.466000 	120515.404000 	143524.350000 	190403.257000 	194840.124000 	58616.913000 	173701.974000 	177175.338000 	55821.286000 	2120.953000 	1613.953000 	537.013000 	12134.038000 	14313.577000 	1825.831000
13-Dec-2002 	383507.637000 	650994.593000 	1340723.267000 	1172358.817000 	59512.383000 	183559.531000 	689013.375000 	768395.750000 	18443.899000 	38398.178000 	55721.163000 	27037.293000 	202705.191000 	168972.643000 	246026.911000 	209373.851000 	24910.397000 	92492.395000 	284630.755000 	264368.520000 	NaN 	NaN 	NaN 	NaN 	106206.885000 	82921.160000 	121157.743000 	144102.860000 	191476.867000 	195629.537000 	59203.331000 	174558.844000 	177739.147000 	56299.181000 	2112.568000 	1624.726000 	556.803000 	12138.490000 	14303.972000 	1868.472000
20-Dec-2002 	386115.714000 	655332.502000 	1351558.530000 	1185012.946000 	59993.035000 	185087.109000 	695578.875000 	778004.188000 	18497.704000 	38521.434000 	55918.679000 	27148.825000 	203227.600000 	169426.953000 	246937.468000 	210167.188000 	25031.288000 	92961.042000 	286437.941000 	266359.356000 	NaN 	NaN 	NaN 	NaN 	106439.598000 	83110.294000 	121536.781000 	144638.466000 	192401.079000 	196532.751000 	60429.453000 	175331.209000 	178464.136000 	57426.776000 	2114.450000 	1626.045000 	569.741000 	12178.894000 	14383.222000 	1925.314000
27-Dec-2002 	390524.312000 	661339.405000 	1363315.221000 	1195681.093000 	60520.438000 	186544.031000 	701421.375000 	784355.875000 	18600.495000 	38736.233000 	56262.047000 	27282.386000 	204152.153000 	170170.453000 	247937.956000 	210817.784000 	25154.781000 	93388.717000 	287914.871000 	267673.181000 	NaN 	NaN 	NaN 	NaN 	106732.176000 	83335.510000 	121880.139000 	145018.264000 	193347.443000 	196673.791000 	60833.606000 	176101.013000 	178384.662000 	57813.169000 	2118.368000 	1629.365000 	562.820000 	12196.717000 	14408.030000 	1929.886000
03-Jan-2003 	393541.378000 	642112.078000 	1362388.453000 	1180393.150000 	65759.258000 	177639.438000 	699719.250000 	768323.813000 	18353.002000 	36149.915000 	58995.874000 	27125.069000 	202563.105000 	163898.363000 	248888.329000 	211549.168000 	26594.290000 	92229.099000 	286728.781000 	262709.580000 	NaN 	NaN 	NaN 	NaN 	105838.186000 	79141.093000 	119176.040000 	142813.943000 	210227.185000 	198866.257000 	65384.796000 	185588.018000 	180421.123000 	62478.949000 	2382.165000 	1862.589000 	467.447000 	18482.241000 	14095.132000 	2063.583000
10-Jan-2003 	397106.064000 	646699.973000 	1368628.041000 	1187294.888000 	65618.633000 	177267.766000 	698217.688000 	770496.313000 	18481.592000 	36471.579000 	59453.848000 	27355.457000 	203785.306000 	164813.840000 	250398.065000 	212684.093000 	26605.632000 	92144.525000 	286600.266000 	263499.399000 	NaN 	NaN 	NaN 	NaN 	106251.846000 	79447.502000 	119726.879000 	143498.383000 	215685.144000 	203536.243000 	68794.299000 	189738.486000 	184442.238000 	65800.410000 	2435.849000 	1944.181000 	469.585000 	19408.585000 	14417.920000 	2119.004000
17-Jan-2003 	402043.411000 	655221.459000 	1385232.590000 	1196409.295000 	66273.758000 	178698.375000 	705012.000000 	774176.188000 	18592.352000 	36687.272000 	59816.999000 	27427.413000 	204615.596000 	165530.909000 	251549.150000 	213122.532000 	26726.038000 	92555.900000 	288158.548000 	264436.354000 	NaN 	NaN 	NaN 	NaN 	106480.022000 	79649.775000 	120042.295000 	143782.055000 	216377.254000 	203464.922000 	68781.084000 	189761.090000 	183985.465000 	65686.741000 	2479.953000 	1915.577000 	490.760000 	19680.228000 	14621.996000 	2145.494000
24-Jan-2003 	407367.505000 	661117.938000 	1397780.031000 	1206345.341000 	66556.758000 	179667.016000 	709778.000000 	778861.375000 	18760.922000 	36996.692000 	60288.746000 	27486.992000 	205824.741000 	166486.133000 	252910.147000 	214044.321000 	26789.591000 	92900.004000 	289348.874000 	265311.434000 	NaN 	NaN 	NaN 	NaN 	106786.065000 	79889.970000 	120444.454000 	144155.788000 	216871.546000 	203938.269000 	69415.292000 	190078.450000 	184228.101000 	66258.179000 	2457.420000 	1941.629000 	493.759000 	19543.711000 	14565.602000 	2162.029000
31-Jan-2003 	413158.174000 	648604.575000 	1386110.637000 	1227112.579000 	71237.430000 	182289.063000 	715083.063000 	780286.938000 	18068.775000 	34426.433000 	61278.620000 	28239.559000 	211097.622000 	159807.748000 	250575.968000 	229349.916000 	28763.284000 	95046.561000 	293836.194000 	266779.199000 	NaN 	NaN 	NaN 	NaN 	112575.338000 	79221.162000 	118094.584000 	147551.877000 	215895.242000 	204198.206000 	66889.668000 	191003.952000 	182126.902000 	64018.825000 	2229.535000 	2066.708000 	498.240000 	18192.649000 	16772.037000 	1848.455000
07-Feb-2003 	416379.329000 	651237.430000 	1393413.111000 	1234873.436000 	71780.055000 	183277.031000 	719052.688000 	784823.250000 	18179.270000 	34631.816000 	61636.266000 	28403.798000 	211930.617000 	160455.391000 	251548.866000 	230410.187000 	28893.670000 	95343.837000 	295031.993000 	267846.166000 	NaN 	NaN 	NaN 	NaN 	112922.947000 	79445.486000 	118477.736000 	148136.453000 	215438.470000 	203934.216000 	66974.202000 	190433.805000 	181732.208000 	64090.910000 	2243.517000 	2085.400000 	486.643000 	18146.835000 	16824.277000 	1867.558000
14-Feb-2003 	416325.508000 	650489.106000 	1391819.532000 	1233373.420000 	71578.742000 	183275.219000 	718579.188000 	783416.500000 	18202.450000 	34673.385000 	61680.748000 	28483.186000 	212632.572000 	161069.639000 	252579.827000 	231306.778000 	28915.795000 	95513.182000 	295612.543000 	268320.785000 	NaN 	NaN 	NaN 	NaN 	113204.954000 	79711.588000 	118825.962000 	148627.413000 	214220.589000 	202761.351000 	66562.111000 	189393.482000 	180525.268000 	63637.521000 	2252.317000 	2124.115000 	488.057000 	18056.475000 	16874.679000 	1876.517000
21-Feb-2003 	417728.869000 	654562.914000 	1398910.475000 	1241773.082000 	71912.281000 	183937.344000 	721315.250000 	788485.000000 	18237.278000 	34758.804000 	61941.646000 	28662.539000 	213177.902000 	161495.101000 	253315.766000 	232527.100000 	29003.681000 	95749.654000 	296366.617000 	269239.091000 	NaN 	NaN 	NaN 	NaN 	113389.922000 	79842.097000 	119059.284000 	149245.386000 	215769.434000 	205362.133000 	67458.522000 	190772.464000 	182975.767000 	64463.367000 	2253.923000 	2135.467000 	525.902000 	18208.939000 	16998.457000 	1891.069000
28-Feb-2003 	426719.300000 	650113.646000 	1418810.876000 	1234562.440000 	73762.484000 	182426.969000 	734213.500000 	792333.500000 	18510.499000 	33455.790000 	62576.595000 	29072.685000 	220664.512000 	160687.117000 	261536.110000 	220561.969000 	30482.138000 	96544.622000 	304621.465000 	268441.577000 	NaN 	NaN 	NaN 	NaN 	115492.963000 	76325.248000 	120836.984000 	140697.033000 	207453.708000 	228324.625000 	66934.665000 	178174.050000 	205050.443000 	64439.085000 	2578.161000 	1971.241000 	372.194000 	21548.171000 	18171.142000 	1621.848000
07-Mar-2003 	435101.463000 	661394.260000 	1438227.044000 	1245263.919000 	74155.063000 	183355.672000 	738259.250000 	793493.688000 	18663.450000 	33763.727000 	63164.895000 	29298.081000 	221713.045000 	161476.006000 	262596.034000 	221058.859000 	30637.000000 	96992.646000 	306102.462000 	268422.902000 	NaN 	NaN 	NaN 	NaN 	115810.166000 	76552.839000 	121069.520000 	140597.225000 	208951.427000 	230485.202000 	67817.582000 	179148.596000 	206469.031000 	65286.916000 	2584.853000 	1996.352000 	372.999000 	21400.222000 	18307.542000 	1630.664000
14-Mar-2003 	425649.078000 	649601.279000 	1417293.909000 	1229897.280000 	73758.203000 	182597.938000 	734880.688000 	789767.688000 	18467.291000 	33387.696000 	62326.941000 	28939.710000 	219711.294000 	159926.084000 	259752.658000 	219047.646000 	30542.018000 	96690.897000 	305054.771000 	267707.361000 	NaN 	NaN 	NaN 	NaN 	115141.812000 	76066.907000 	120211.187000 	139588.904000 	207936.616000 	230771.731000 	68082.358000 	179299.678000 	207381.432000 	65622.076000 	2526.514000 	1999.809000 	373.694000 	21021.732000 	18230.932000 	1651.451000
21-Mar-2003 	415797.001000 	635037.522000 	1387095.177000 	1209268.706000 	72411.711000 	179766.781000 	722016.438000 	778955.188000 	18132.526000 	32764.710000 	61176.025000 	28523.311000 	217626.656000 	158454.812000 	257994.065000 	218519.446000 	30294.947000 	95922.121000 	302762.188000 	266627.261000 	NaN 	NaN 	NaN 	NaN 	114565.552000 	75665.459000 	119841.898000 	139537.816000 	206953.701000 	232622.248000 	68814.515000 	178522.554000 	209375.481000 	66316.169000 	2542.214000 	2008.866000 	376.341000 	21307.239000 	18506.628000 	1726.388000
28-Mar-2003 	423831.775000 	645276.053000 	1409133.875000 	1230869.009000 	73369.891000 	181880.141000 	730884.875000 	790918.313000 	18346.639000 	33229.407000 	62119.275000 	28944.651000 	219199.417000 	159613.126000 	259868.078000 	220623.543000 	30534.883000 	96615.950000 	305102.347000 	269275.088000 	NaN 	NaN 	NaN 	NaN 	115078.798000 	76027.952000 	120363.999000 	140450.757000 	209429.517000 	235078.236000 	69992.946000 	180093.338000 	211297.028000 	67371.368000 	2558.558000 	2025.923000 	377.035000 	21644.354000 	18584.224000 	1778.458000
