dates 	IGWDAll 	IGUSDAll 	IGGBPAll 	IGEURAll 	IGShortUSDAll 	IGShortGBPAll 	IGShortEURAll 	HYWDAll 	HYUSDAll 	HYEURAll
27-Oct-2000 	-0.000240 	-0.000780 	0.002120 	-0.000140 	-0.001170 	NaN 	-0.000120 	0.001350 	0.000510 	0.018050
03-Nov-2000 	0.000010 	-0.000710 	0.001380 	0.000780 	-0.000690 	NaN 	0.000780 	-0.003790 	-0.004050 	0.002240
10-Nov-2000 	0.000150 	0.000390 	0.000210 	0.000350 	0.000130 	NaN 	0.000220 	-0.003630 	-0.003470 	-0.008110
17-Nov-2000 	-0.000450 	-0.000820 	0.000160 	-0.000130 	-0.000520 	NaN 	-0.000100 	-0.009060 	-0.008270 	-0.027090
24-Nov-2000 	-0.001510 	-0.002580 	-0.001060 	-0.000910 	-0.000550 	NaN 	-0.000780 	-0.017920 	-0.016830 	-0.048000
01-Dec-2000 	-0.002110 	-0.004330 	0.001660 	-0.001230 	-0.002420 	NaN 	-0.000890 	-0.024710 	-0.025440 	-0.017920
08-Dec-2000 	-0.001220 	-0.001870 	-0.001630 	-0.000010 	-0.001640 	NaN 	-0.000180 	-0.002310 	-0.002320 	-0.003780
15-Dec-2000 	0.000920 	0.002090 	-0.000770 	-0.000660 	0.001510 	NaN 	-0.000320 	0.010580 	0.009300 	0.038260
22-Dec-2000 	0.000050 	0.000260 	0.000200 	0.000500 	-0.000540 	NaN 	0.000330 	-0.005580 	-0.006830 	0.019120
29-Dec-2000 	-0.000240 	-0.001080 	0.000940 	-0.000620 	0.000280 	NaN 	-0.001100 	0.004320 	0.004660 	-0.003230
05-Jan-2001 	0.000000 	0.000120 	0.001320 	0.001200 	0.000680 	NaN 	0.002020 	-0.005960 	-0.003960 	-0.043260
12-Jan-2001 	0.003660 	0.006230 	-0.000840 	0.002020 	0.001390 	NaN 	0.001260 	0.036600 	0.035640 	0.062400
19-Jan-2001 	0.001170 	0.001620 	0.001100 	0.001110 	-0.000240 	NaN 	0.000220 	0.006770 	0.005810 	0.024660
26-Jan-2001 	0.002670 	0.004910 	0.002980 	0.001370 	0.001970 	NaN 	0.001330 	0.007610 	0.008310 	-0.005370
02-Feb-2001 	0.002540 	0.004510 	0.002140 	0.000580 	0.001170 	NaN 	0.000420 	0.002710 	0.002740 	0.001310
09-Feb-2001 	-0.000880 	-0.001420 	-0.000490 	0.000350 	-0.000130 	NaN 	0.000040 	0.005670 	0.005590 	0.007910
16-Feb-2001 	-0.000500 	-0.000890 	0.000300 	-0.000220 	-0.000230 	NaN 	0.000050 	0.003940 	0.004590 	-0.008730
23-Feb-2001 	-0.001890 	-0.002900 	-0.002860 	-0.001350 	-0.000420 	NaN 	-0.000830 	-0.008890 	-0.008350 	-0.020650
02-Mar-2001 	0.001440 	0.002270 	0.000280 	0.000290 	0.001420 	NaN 	0.000230 	-0.001300 	-0.001350 	-0.002470
09-Mar-2001 	0.000890 	0.001710 	0.001340 	0.000520 	0.000880 	NaN 	0.000450 	0.004300 	0.004770 	-0.003810
16-Mar-2001 	-0.001010 	-0.001460 	0.000240 	-0.001050 	-0.000130 	NaN 	-0.000720 	-0.022750 	-0.022160 	-0.037490
23-Mar-2001 	0.000080 	-0.000030 	0.001830 	-0.000180 	-0.000440 	NaN 	0.000170 	-0.017390 	-0.015980 	-0.050610
30-Mar-2001 	0.001170 	0.001850 	0.002800 	0.000910 	0.000940 	NaN 	0.000280 	0.007080 	0.006480 	0.017910
06-Apr-2001 	-0.000760 	-0.002360 	0.002810 	0.000800 	-0.001420 	NaN 	0.000550 	-0.026710 	-0.026510 	-0.039730
12-Apr-2001 	0.000940 	0.000470 	0.003310 	0.001510 	0.000220 	NaN 	0.001040 	0.011050 	0.011540 	0.003090
20-Apr-2001 	0.001440 	0.001550 	0.001850 	0.001160 	0.001030 	NaN 	0.000690 	0.003050 	0.002330 	0.014840
27-Apr-2001 	0.002680 	0.004290 	0.002290 	0.000830 	0.002200 	NaN 	0.000210 	0.005580 	0.006350 	-0.005300
04-May-2001 	0.001700 	0.002920 	0.000860 	0.000650 	0.000930 	NaN 	0.000650 	0.006820 	0.006560 	0.015870
11-May-2001 	0.000920 	0.000780 	0.001930 	0.000110 	0.000800 	NaN 	-0.000290 	0.011180 	0.011470 	0.006690
18-May-2001 	0.001510 	0.002290 	0.002300 	0.001970 	0.001120 	NaN 	0.002060 	-0.003700 	-0.002970 	-0.019670
25-May-2001 	0.000730 	0.000890 	0.001180 	0.000690 	0.000310 	NaN 	0.000210 	0.005830 	0.005070 	0.018240
01-Jun-2001 	0.000670 	0.002090 	-0.001000 	-0.002280 	0.000680 	NaN 	-0.000750 	-0.007430 	-0.006730 	-0.022750
08-Jun-2001 	0.001110 	0.001560 	0.000520 	0.001170 	0.001210 	NaN 	0.000740 	-0.000980 	-0.000870 	-0.004390
15-Jun-2001 	-0.000410 	-0.001010 	0.001640 	-0.000130 	-0.000190 	NaN 	-0.000070 	-0.018620 	-0.017650 	-0.042690
22-Jun-2001 	-0.001370 	-0.001860 	-0.000850 	-0.001070 	-0.000720 	NaN 	-0.000590 	-0.022030 	-0.020200 	-0.062010
29-Jun-2001 	0.001080 	0.000920 	0.002430 	0.001250 	0.000400 	NaN 	0.000900 	0.009770 	0.009700 	0.007580
06-Jul-2001 	0.000160 	0.000030 	0.001320 	-0.000050 	0.000820 	NaN 	0.000190 	0.002280 	0.002290 	0.004640
13-Jul-2001 	0.000260 	0.000430 	0.001420 	-0.000020 	0.000560 	NaN 	0.000110 	-0.009720 	-0.008330 	-0.035460
20-Jul-2001 	0.000410 	0.000530 	0.001040 	-0.000190 	0.000670 	NaN 	0.000000 	-0.009830 	-0.007420 	-0.051290
27-Jul-2001 	0.000850 	0.001030 	0.001270 	0.000800 	0.000310 	NaN 	0.000580 	0.008760 	0.007220 	0.036380
03-Aug-2001 	0.001260 	0.001720 	0.000980 	0.000900 	0.000860 	NaN 	0.000390 	0.010540 	0.009470 	0.029480
10-Aug-2001 	0.000100 	0.000130 	0.001000 	-0.000210 	0.000570 	NaN 	-0.000060 	-0.001650 	-0.000780 	-0.013030
17-Aug-2001 	-0.001270 	-0.002180 	0.000690 	-0.000700 	-0.001740 	NaN 	-0.000590 	-0.007300 	-0.006810 	-0.018180
24-Aug-2001 	0.000310 	-0.000160 	0.000170 	0.000750 	0.000350 	NaN 	0.000430 	-0.003330 	-0.002410 	-0.026270
31-Aug-2001 	0.000580 	0.001090 	-0.000650 	-0.000150 	0.000460 	NaN 	-0.000630 	-0.000600 	-0.000810 	0.005940
07-Sep-2001 	0.002630 	0.008820 	-0.004740 	-0.004070 	-0.000860 	NaN 	-0.004710 	0.000220 	0.000950 	-0.009520
10-Sep-2001 	-0.000070 	-0.000800 	0.000120 	0.001190 	-0.000030 	NaN 	0.001410 	0.000060 	0.000580 	-0.006050
21-Sep-2001 	-0.002960 	-0.004180 	-0.004680 	-0.003030 	-0.006730 	NaN 	-0.006810 	-0.023040 	-0.019710 	-0.079910
28-Sep-2001 	0.001000 	0.004870 	0.000990 	0.000690 	-0.000010 	NaN 	0.000750 	-0.016010 	-0.016970 	-0.009070
05-Oct-2001 	0.001880 	0.003230 	0.004200 	0.000020 	-0.000540 	NaN 	-0.000670 	-0.003130 	-0.004030 	0.017300
12-Oct-2001 	-0.001010 	-0.002080 	0.002450 	0.000040 	0.000210 	NaN 	0.000160 	0.016850 	0.015330 	0.045370
19-Oct-2001 	0.001060 	0.001350 	0.000770 	0.000620 	0.000480 	NaN 	0.000060 	0.008640 	0.009070 	0.002120
26-Oct-2001 	-0.000740 	-0.001660 	-0.000120 	0.001230 	-0.001290 	NaN 	0.001030 	0.000410 	0.000340 	0.001570
02-Nov-2001 	-0.001780 	-0.003820 	-0.000520 	-0.000420 	-0.003320 	NaN 	-0.000230 	-0.003440 	-0.003030 	-0.010900
09-Nov-2001 	0.001850 	0.002600 	0.001010 	0.002290 	0.002650 	NaN 	0.002240 	0.007420 	0.007190 	0.017170
16-Nov-2001 	0.003430 	0.005160 	0.003130 	0.001700 	0.002600 	NaN 	0.001790 	0.037380 	0.036860 	0.052050
23-Nov-2001 	0.002480 	0.004250 	0.002560 	0.001630 	-0.000230 	NaN 	0.001150 	0.010870 	0.011240 	0.011490
30-Nov-2001 	0.000510 	0.002490 	0.002250 	-0.000990 	0.001170 	NaN 	-0.001860 	-0.007200 	-0.007580 	0.003900
07-Dec-2001 	0.002280 	0.002580 	0.001840 	0.003250 	0.001280 	NaN 	0.002490 	0.015250 	0.014980 	0.025410
14-Dec-2001 	-0.001590 	-0.002150 	-0.000530 	-0.001170 	-0.001640 	NaN 	-0.000910 	-0.013060 	-0.011910 	-0.033750
21-Dec-2001 	0.000570 	0.001550 	0.000170 	0.000000 	0.000330 	NaN 	-0.000050 	0.000330 	-0.000810 	0.015840
28-Dec-2001 	0.000780 	0.001210 	0.000630 	0.001010 	0.000560 	NaN 	0.000340 	0.001690 	0.001370 	0.005810
04-Jan-2002 	-0.000270 	-0.001250 	-0.001380 	-0.001200 	0.000320 	NaN 	0.000200 	0.009850 	0.009270 	0.019010
11-Jan-2002 	-0.001320 	-0.002770 	0.003130 	0.000070 	0.000120 	NaN 	0.000150 	-0.005710 	-0.006540 	0.002300
18-Jan-2002 	0.000050 	-0.000620 	0.002900 	0.000220 	-0.000280 	NaN 	-0.000210 	-0.006960 	-0.006010 	-0.024530
25-Jan-2002 	0.002340 	0.003000 	0.006470 	0.001460 	0.000970 	NaN 	0.001130 	0.007430 	0.008690 	-0.010200
01-Feb-2002 	-0.002300 	-0.003540 	-0.000150 	-0.002380 	-0.003110 	NaN 	-0.002260 	-0.011780 	-0.011400 	-0.016030
08-Feb-2002 	-0.003720 	-0.005570 	-0.003000 	-0.001800 	-0.004380 	NaN 	-0.001980 	-0.009950 	-0.009790 	-0.010880
15-Feb-2002 	-0.000290 	-0.000360 	-0.001540 	0.000560 	-0.000330 	NaN 	0.000470 	-0.004070 	-0.003800 	-0.012150
22-Feb-2002 	-0.000660 	-0.000770 	0.000070 	-0.000660 	-0.000540 	NaN 	-0.000550 	-0.009710 	-0.008060 	-0.032090
01-Mar-2002 	0.003310 	0.004720 	0.004060 	0.002490 	0.002280 	NaN 	0.001920 	0.006800 	0.007280 	0.000310
08-Mar-2002 	0.002930 	0.004330 	0.001000 	0.001980 	0.002380 	NaN 	0.002160 	0.026820 	0.027760 	0.014970
15-Mar-2002 	0.000150 	0.000240 	0.000980 	-0.000070 	0.001060 	NaN 	-0.000060 	0.007850 	0.006920 	0.022470
22-Mar-2002 	0.001240 	0.001210 	0.002980 	0.001160 	0.000720 	NaN 	0.001080 	0.003350 	0.003800 	-0.009450
28-Mar-2002 	-0.000380 	-0.001360 	0.002050 	0.000310 	-0.000480 	NaN 	0.000240 	-0.001170 	-0.001210 	-0.002820
05-Apr-2002 	-0.000390 	-0.000870 	0.001490 	-0.000140 	-0.000260 	NaN 	0.000090 	-0.008190 	-0.008830 	0.001560
12-Apr-2002 	-0.000590 	-0.001470 	0.001020 	-0.000910 	-0.000190 	NaN 	-0.000740 	0.001560 	0.001000 	0.014240
19-Apr-2002 	0.001520 	0.002100 	0.002540 	0.001360 	0.001600 	NaN 	0.001310 	0.006320 	0.006560 	0.003590
26-Apr-2002 	-0.003670 	-0.006370 	-0.001390 	-0.002040 	-0.003550 	NaN 	-0.001600 	-0.005000 	-0.004970 	-0.011650
03-May-2002 	-0.003650 	-0.005250 	-0.002340 	-0.002340 	-0.002940 	NaN 	-0.001730 	-0.001870 	-0.001550 	-0.008350
10-May-2002 	0.000020 	-0.000070 	0.000400 	0.000810 	0.000830 	NaN 	0.001130 	-0.001200 	-0.001080 	0.000380
17-May-2002 	0.000690 	0.000590 	-0.001740 	0.000880 	0.000530 	NaN 	0.000650 	-0.003690 	-0.003880 	0.000520
24-May-2002 	0.001190 	0.002020 	0.000940 	0.000290 	0.001880 	NaN 	0.000250 	-0.003110 	-0.002800 	-0.008330
31-May-2002 	0.001550 	0.002760 	0.000950 	0.000530 	0.000260 	NaN 	0.000220 	-0.005490 	-0.005700 	-0.003520
07-Jun-2002 	-0.000450 	-0.000970 	-0.000780 	-0.000840 	-0.000210 	NaN 	-0.000700 	-0.007320 	-0.007740 	-0.002240
14-Jun-2002 	-0.001920 	-0.002400 	-0.001570 	-0.001970 	-0.001410 	NaN 	-0.001970 	-0.021080 	-0.021460 	-0.016610
21-Jun-2002 	-0.001740 	-0.002830 	-0.003410 	0.000340 	-0.000590 	NaN 	0.000280 	-0.009750 	-0.010020 	-0.005680
28-Jun-2002 	-0.006110 	-0.008880 	-0.006340 	-0.004320 	-0.004640 	NaN 	-0.004540 	-0.051620 	-0.051970 	-0.049310
05-Jul-2002 	-0.000890 	-0.001910 	-0.000950 	-0.000750 	-0.000330 	NaN 	-0.000920 	-0.010050 	-0.010950 	-0.007590
12-Jul-2002 	-0.000990 	-0.001050 	-0.001000 	-0.000440 	-0.001240 	NaN 	-0.000520 	-0.010340 	-0.010090 	-0.013690
19-Jul-2002 	-0.003100 	-0.006320 	-0.000770 	-0.000630 	-0.003700 	NaN 	-0.000230 	-0.007170 	-0.006530 	-0.013880
26-Jul-2002 	-0.011450 	-0.019630 	-0.008120 	-0.004950 	-0.010950 	NaN 	-0.004780 	-0.038200 	-0.038910 	-0.019210
02-Aug-2002 	-0.000160 	0.001710 	-0.005110 	-0.000460 	0.000460 	NaN 	-0.000050 	-0.002620 	-0.001730 	-0.006710
09-Aug-2002 	-0.002950 	-0.004960 	-0.000900 	-0.002310 	-0.003910 	NaN 	-0.002460 	-0.009050 	-0.009000 	-0.006600
16-Aug-2002 	0.002560 	0.002930 	0.004980 	0.002480 	0.001720 	NaN 	0.002310 	-0.001480 	-0.001410 	-0.004270
23-Aug-2002 	0.004710 	0.007930 	0.001950 	0.004030 	0.004070 	NaN 	0.003530 	0.014830 	0.015100 	0.014820
30-Aug-2002 	0.000380 	0.001100 	-0.000080 	-0.000310 	0.000830 	NaN 	-0.000540 	0.009000 	0.009260 	0.003020
06-Sep-2002 	-0.001490 	-0.003210 	0.000430 	-0.000210 	-0.000930 	NaN 	-0.000080 	-0.004050 	-0.004010 	-0.003510
13-Sep-2002 	0.001530 	0.002970 	-0.001000 	0.001290 	0.002160 	NaN 	0.000620 	0.003020 	0.002760 	0.008900
20-Sep-2002 	-0.001530 	-0.002130 	-0.002160 	-0.002050 	-0.000260 	NaN 	-0.000920 	-0.014770 	-0.014200 	-0.027290
27-Sep-2002 	-0.002590 	-0.004020 	-0.001120 	-0.001150 	-0.001710 	NaN 	-0.001020 	-0.015430 	-0.015860 	-0.011320
04-Oct-2002 	-0.002870 	-0.004540 	-0.004530 	-0.002340 	-0.002850 	NaN 	-0.001610 	-0.015250 	-0.014600 	-0.027120
11-Oct-2002 	-0.006930 	-0.011040 	-0.007740 	-0.004240 	-0.006960 	NaN 	-0.004420 	-0.018940 	-0.019140 	-0.013440
18-Oct-2002 	0.001590 	0.002650 	0.000760 	0.001930 	0.000300 	NaN 	0.001310 	0.019110 	0.018500 	0.033930
25-Oct-2002 	0.001410 	0.003120 	0.002760 	-0.000750 	0.001630 	NaN 	-0.000980 	0.003730 	0.002590 	0.020560
01-Nov-2002 	0.002690 	0.004890 	0.002310 	0.000630 	0.002350 	NaN 	0.000160 	0.005260 	0.004280 	0.024300
08-Nov-2002 	0.005140 	0.008760 	0.003520 	0.002290 	0.005620 	NaN 	0.002170 	0.014710 	0.014620 	0.013550
15-Nov-2002 	0.003390 	0.006020 	0.000590 	0.001490 	0.004750 	NaN 	0.001380 	0.015540 	0.016380 	0.005000
22-Nov-2002 	0.005410 	0.009130 	0.002340 	0.002640 	0.005610 	NaN 	0.002510 	0.032940 	0.033650 	0.026810
29-Nov-2002 	0.000910 	0.000310 	0.000720 	0.001820 	-0.000120 	NaN 	0.001260 	0.004490 	0.004290 	0.009730
06-Dec-2002 	0.000260 	-0.000110 	0.001010 	0.000920 	0.000610 	NaN 	0.000470 	-0.005340 	-0.006510 	0.007660
13-Dec-2002 	0.000630 	0.000900 	-0.000210 	0.000130 	0.000840 	NaN 	0.000070 	0.001990 	0.002380 	-0.003630
20-Dec-2002 	0.002160 	0.003920 	0.000790 	0.001140 	0.001950 	NaN 	0.000940 	0.000470 	0.000170 	0.004430
27-Dec-2002 	-0.000390 	-0.000120 	-0.000460 	-0.000780 	0.000210 	NaN 	-0.000430 	-0.004280 	-0.004430 	-0.002060
03-Jan-2003 	-0.001390 	-0.002480 	-0.000120 	-0.000510 	-0.002540 	NaN 	-0.000100 	0.020370 	0.021660 	0.007420
10-Jan-2003 	0.003090 	0.005100 	0.002370 	0.001230 	0.002700 	NaN 	0.000760 	0.031050 	0.031040 	0.034350
17-Jan-2003 	-0.000490 	-0.000980 	-0.000730 	-0.000370 	0.000630 	NaN 	-0.000180 	-0.006080 	-0.007870 	0.011540
24-Jan-2003 	-0.000540 	-0.000540 	-0.003250 	-0.000090 	0.000360 	NaN 	-0.000030 	-0.003470 	-0.003250 	-0.005740
31-Jan-2003 	0.000500 	0.001120 	-0.002250 	-0.000180 	0.000820 	NaN 	0.000100 	0.000000 	-0.000260 	0.006010
07-Feb-2003 	0.000830 	0.001740 	0.000010 	0.000310 	0.001330 	NaN 	0.000290 	-0.005140 	-0.005260 	-0.002530
14-Feb-2003 	0.000240 	-0.001090 	0.001540 	0.001800 	0.000740 	NaN 	0.001180 	-0.006480 	-0.007240 	-0.002610
21-Feb-2003 	0.001150 	0.001350 	0.002690 	0.001060 	0.001220 	NaN 	0.000990 	0.007030 	0.007250 	0.004630
28-Feb-2003 	-0.000740 	0.000880 	-0.002970 	-0.003360 	0.000650 	NaN 	-0.002650 	0.002340 	0.003250 	-0.004350
07-Mar-2003 	-0.000690 	-0.001460 	0.001120 	-0.000340 	-0.000890 	NaN 	-0.001080 	0.001830 	0.002440 	-0.003270
14-Mar-2003 	0.000120 	0.000660 	0.000410 	-0.000940 	0.001000 	NaN 	-0.000590 	0.006710 	0.008020 	-0.003760
21-Mar-2003 	0.002690 	0.003340 	0.002510 	0.002840 	0.001810 	NaN 	0.002370 	0.019370 	0.019120 	0.022330
28-Mar-2003 	0.001280 	0.002090 	0.001560 	0.000870 	0.001110 	NaN 	0.000320 	0.000870 	0.000320 	0.005870
04-Apr-2003 	0.001570 	0.001990 	0.002860 	0.001150 	0.000190 	NaN 	0.000850 	0.017350 	0.018150 	0.009520
11-Apr-2003 	0.001160 	0.001510 	0.002120 	0.000570 	0.000940 	NaN 	0.000420 	0.003990 	0.003420 	0.008480
17-Apr-2003 	0.002840 	0.004270 	0.001260 	0.002130 	0.002480 	NaN 	0.001670 	0.010310 	0.010780 	0.006960
25-Apr-2003 	0.003120 	0.004990 	0.003290 	0.001550 	0.002120 	NaN 	0.001140 	0.012750 	0.013470 	0.007680
02-May-2003 	0.003110 	0.003520 	0.005600 	0.002400 	0.002130 	NaN 	0.001750 	0.015770 	0.014790 	0.023670
09-May-2003 	0.000700 	0.001370 	0.001280 	0.000170 	0.000650 	NaN 	-0.000190 	-0.007740 	-0.009110 	0.002800
16-May-2003 	-0.001530 	-0.002920 	-0.000770 	-0.000680 	-0.000830 	NaN 	-0.000670 	-0.005020 	-0.004780 	-0.008190
23-May-2003 	-0.000370 	-0.000600 	-0.001830 	-0.000070 	0.000160 	NaN 	-0.000160 	-0.009730 	-0.010140 	-0.006050
30-May-2003 	0.001460 	0.001270 	0.002440 	0.002680 	0.000740 	NaN 	0.001760 	0.003970 	0.003620 	0.007100
06-Jun-2003 	0.001220 	0.001430 	0.001860 	0.001100 	0.000710 	NaN 	0.000670 	0.011270 	0.011280 	0.010300
13-Jun-2003 	0.000580 	0.001160 	-0.000020 	-0.000390 	0.000960 	NaN 	-0.000150 	0.002130 	0.001200 	0.009740
20-Jun-2003 	0.001630 	0.002150 	0.002480 	0.001290 	0.001210 	NaN 	0.001040 	0.017590 	0.017830 	0.014380
27-Jun-2003 	0.000290 	0.000260 	0.002810 	-0.000190 	0.000600 	NaN 	0.000060 	0.002350 	0.002830 	-0.001490
03-Jul-2003 	-0.000030 	-0.000450 	0.002150 	0.000170 	0.000170 	NaN 	-0.000020 	0.000760 	0.000860 	-0.000790
11-Jul-2003 	0.000690 	0.001110 	0.002660 	0.000980 	0.000430 	NaN 	0.000610 	0.004070 	0.004460 	0.000900
18-Jul-2003 	0.001450 	0.002040 	0.001830 	0.000410 	0.000870 	NaN 	0.000710 	0.011390 	0.012360 	0.003430
25-Jul-2003 	0.000930 	0.001110 	0.002110 	0.000570 	0.000890 	NaN 	0.000770 	0.001980 	0.002190 	-0.000040
01-Aug-2003 	-0.001070 	-0.001770 	-0.000160 	-0.000170 	-0.001050 	NaN 	0.000320 	-0.005660 	-0.007380 	0.006750
08-Aug-2003 	-0.000630 	-0.001280 	-0.002130 	-0.000300 	-0.000340 	NaN 	-0.000290 	-0.013770 	-0.013990 	-0.010680
15-Aug-2003 	0.000020 	-0.000060 	0.000670 	0.000460 	-0.000550 	NaN 	0.000530 	0.003170 	0.002710 	0.006230
22-Aug-2003 	0.001770 	0.002810 	0.001520 	0.001720 	0.001030 	NaN 	0.001180 	0.016670 	0.017760 	0.008370
29-Aug-2003 	0.000880 	0.000840 	0.001730 	0.001430 	0.000780 	NaN 	0.001010 	0.009010 	0.008780 	0.011400
05-Sep-2003 	0.000300 	0.000640 	0.002630 	0.000340 	0.000210 	NaN 	0.000220 	0.003600 	0.002670 	0.010560
12-Sep-2003 	0.000700 	0.000780 	0.000200 	-0.000540 	0.000620 	NaN 	-0.000320 	-0.000250 	0.000240 	-0.004680
19-Sep-2003 	0.001810 	0.002510 	0.002340 	0.002140 	0.001070 	NaN 	0.001420 	0.004350 	0.004460 	0.002420
26-Sep-2003 	-0.000370 	0.000050 	-0.000640 	-0.001340 	0.000140 	NaN 	-0.000990 	-0.005720 	-0.006030 	-0.003190
03-Oct-2003 	0.000670 	-0.000270 	0.002760 	0.001430 	0.000290 	NaN 	0.001180 	0.010660 	0.010850 	0.008600
10-Oct-2003 	0.000670 	0.001770 	-0.000580 	-0.000390 	0.000400 	NaN 	-0.000170 	0.007050 	0.007540 	0.003420
17-Oct-2003 	0.001990 	0.003180 	0.003250 	0.000880 	0.000870 	NaN 	0.000620 	0.013140 	0.013470 	0.009740
24-Oct-2003 	-0.000530 	-0.001020 	0.000250 	0.000210 	-0.000190 	NaN 	-0.000070 	-0.007680 	-0.008590 	-0.002960
31-Oct-2003 	0.001050 	0.001130 	0.000660 	0.000340 	0.000820 	NaN 	0.000180 	0.008470 	0.008860 	0.005970
07-Nov-2003 	0.000450 	-0.000110 	0.000110 	0.001430 	-0.000360 	NaN 	0.000920 	0.008960 	0.008870 	0.010670
14-Nov-2003 	0.000730 	0.002120 	-0.000620 	-0.000180 	0.000510 	NaN 	-0.000190 	-0.007250 	-0.008100 	-0.001430
21-Nov-2003 	0.000210 	-0.000040 	-0.001120 	0.000820 	0.000600 	NaN 	0.000610 	0.000290 	0.000790 	-0.004160
28-Nov-2003 	0.000960 	0.001240 	0.000650 	0.000770 	0.000800 	NaN 	0.000660 	0.010250 	0.011090 	0.004140
05-Dec-2003 	0.000270 	0.001500 	-0.000150 	-0.000890 	0.000340 	NaN 	-0.000780 	0.004140 	0.004500 	0.001900
12-Dec-2003 	0.000170 	-0.000340 	0.002720 	-0.000400 	0.000480 	NaN 	-0.001230 	0.002680 	0.003220 	-0.002450
19-Dec-2003 	0.000810 	0.001850 	0.001410 	0.000020 	0.000190 	NaN 	-0.001010 	0.000160 	0.000310 	-0.001020
26-Dec-2003 	-0.000220 	0.000260 	-0.000230 	-0.001120 	0.000350 	NaN 	-0.001000 	0.001800 	0.002060 	-0.000610
02-Jan-2004 	-0.000680 	-0.003180 	-0.003540 	0.003250 	-0.003970 	NaN 	0.004160 	-0.004730 	-0.005680 	0.003250
09-Jan-2004 	0.000090 	0.001330 	-0.002020 	-0.000760 	0.003120 	NaN 	-0.000370 	0.004870 	0.003950 	0.011630
16-Jan-2004 	0.000760 	0.000380 	0.001820 	0.000710 	0.000230 	NaN 	0.000560 	0.002570 	0.002340 	0.003730
23-Jan-2004 	-0.000090 	0.000350 	-0.002160 	-0.001360 	0.000460 	NaN 	-0.000640 	0.005330 	0.006620 	-0.006320
30-Jan-2004 	-0.000770 	-0.000440 	-0.004700 	0.000070 	0.000070 	NaN 	0.000380 	-0.007170 	-0.008590 	0.003250
06-Feb-2004 	-0.000480 	-0.000720 	0.000490 	-0.000900 	-0.000150 	NaN 	-0.000900 	-0.011390 	-0.011930 	-0.007700
13-Feb-2004 	0.000480 	0.000060 	0.001380 	0.001340 	-0.000320 	NaN 	0.000850 	0.003850 	0.003950 	0.003860
20-Feb-2004 	-0.000080 	-0.000450 	-0.001810 	0.000410 	0.000230 	NaN 	0.000260 	0.000820 	0.000200 	0.005020
27-Feb-2004 	-0.000300 	-0.000190 	-0.002050 	-0.000230 	-0.000010 	NaN 	-0.000290 	-0.004710 	-0.004880 	-0.003400
05-Mar-2004 	-0.000130 	0.000510 	-0.001010 	-0.000870 	0.000290 	NaN 	-0.000740 	-0.000960 	-0.001310 	0.002220
12-Mar-2004 	-0.000240 	-0.001220 	-0.001080 	0.000750 	0.000020 	NaN 	0.000680 	-0.002390 	-0.002740 	0.000770
19-Mar-2004 	0.000030 	0.000110 	-0.000870 	0.000120 	0.000240 	NaN 	-0.000020 	-0.001620 	-0.001620 	-0.001840
26-Mar-2004 	0.000140 	-0.000420 	0.000650 	0.000690 	-0.000030 	NaN 	0.000410 	0.000650 	0.001050 	-0.001890
02-Apr-2004 	0.001860 	0.001810 	0.004210 	0.001990 	0.000690 	NaN 	0.001490 	0.012910 	0.012830 	0.013670
08-Apr-2004 	0.000200 	0.001240 	-0.001030 	-0.000780 	0.000460 	NaN 	-0.000700 	0.003920 	0.004460 	0.000530
16-Apr-2004 	0.000190 	0.000450 	0.000380 	-0.000080 	0.000090 	NaN 	0.000170 	0.003470 	0.003680 	0.002320
23-Apr-2004 	0.001390 	0.001440 	0.001820 	0.001730 	0.000920 	NaN 	0.001040 	0.005810 	0.006220 	0.003080
30-Apr-2004 	-0.000430 	-0.000560 	-0.000340 	-0.000150 	-0.000130 	NaN 	0.000140 	-0.002360 	-0.002590 	-0.001090
07-May-2004 	-0.000690 	-0.001960 	0.000800 	0.000290 	-0.000960 	NaN 	0.000480 	-0.003850 	-0.003550 	-0.006350
14-May-2004 	-0.001940 	-0.001730 	-0.004430 	-0.001810 	-0.000600 	NaN 	-0.000940 	-0.018360 	-0.017910 	-0.020720
21-May-2004 	0.000580 	0.000230 	0.000740 	0.000560 	-0.000130 	NaN 	0.000230 	0.006510 	0.006010 	0.009780
28-May-2004 	0.000140 	0.000400 	-0.000180 	0.000460 	0.000200 	NaN 	0.000250 	0.003420 	0.003110 	0.005650
04-Jun-2004 	-0.000160 	-0.000360 	-0.001380 	0.000260 	-0.000210 	NaN 	0.000230 	0.004690 	0.005020 	0.002140
10-Jun-2004 	0.000390 	0.001170 	0.000240 	-0.000030 	0.000420 	NaN 	-0.000060 	0.004590 	0.004230 	0.006990
18-Jun-2004 	0.000170 	0.000220 	-0.000310 	-0.000160 	0.000220 	NaN 	-0.000320 	0.001070 	0.001170 	-0.001160
25-Jun-2004 	0.000210 	-0.000050 	0.000950 	0.000930 	0.000200 	NaN 	0.000500 	0.001510 	0.001250 	0.003150
02-Jul-2004 	-0.000770 	-0.001250 	-0.001330 	-0.000370 	-0.000390 	NaN 	-0.000150 	-0.004660 	-0.005290 	-0.000060
09-Jul-2004 	0.000000 	-0.000180 	0.000510 	0.000200 	0.000360 	NaN 	0.000060 	0.003770 	0.004290 	-0.000130
